Name,ID,Ratings,Windows,Web,Mac,Linux
Railway Frenzy (GMTK Jam 2020),699126,15,True,False,False,False
Ground Zero,699019,8,True,False,False,False
Fuera de Control,695114,25,False,True,False,False
The bird calls DEMO,699702,9,False,False,False,False
Racoon Racket,696414,9,True,False,False,False
Assembly bot,695155,20,False,True,False,False
Bugs,698692,22,False,True,False,False
N.S. Debugger,695498,10,True,False,True,False
Simple Platformer,696460,19,False,True,False,False
Cherry Out Of Control,697168,8,False,False,False,False
Control Alt Delete,693859,10,True,False,False,False
Bushfire,696438,41,False,True,False,False
Plague Killer,696804,8,True,False,False,False
Brainstorm Time,700573,11,True,False,False,False
Local Man Eats Everything,697131,8,True,False,False,False
Circle Collector,696571,9,True,False,False,False
Just control him,698289,12,True,False,False,False
UNMAGEABLE,700087,9,True,False,False,False
RuleScramble,694070,21,True,False,False,False
Triggered,699392,22,False,True,False,False
Roaring Skies,698399,21,False,True,False,False
ThunderStuck,697979,21,False,True,False,False
MUTATE,696268,8,True,False,False,False
Runaway Russian - Mechanized,695907,9,True,False,False,False
This Urchin Kitq,699269,27,True,False,False,False
MY INGLE,698719,25,False,True,False,False
Glass Ceiling,700215,17,False,True,False,False
Planet Defender,697645,30,False,True,False,False
Control Commando,695109,14,False,True,False,False
Hostage Protocol,698470,31,False,True,False,False
Symbiote,694809,8,True,False,False,False
OverGrowth,696643,27,True,True,False,True
Smole space astronaut floats,700091,26,True,False,False,False
Typetunnel,693866,15,True,False,False,False
Super Broccoli,700536,10,True,False,False,False
Out of CTRL,697962,34,False,True,False,False
Bullet Hell,700211,14,True,False,False,False
GMTK2020,694111,0,False,True,False,False
One Thing At A Time,696696,8,True,False,False,False
Mutagenesis,693511,20,True,True,False,False
TallGuyScottGameJamAttempt3,700436,8,False,False,False,False
Ricochet Switch,694734,12,True,False,False,False
Super Space Janitor,699294,10,True,False,False,False
The Enemies Are On Fire,698584,21,False,True,False,False
gravitas (GMTK Jam 2020),693306,30,False,True,False,False
Out Of Rails,696674,8,True,False,False,False
Dungeon Ghost,698385,8,True,False,False,False
Rebellia - Game Jam Edition,698515,23,False,True,False,False
Chicken Chase,697297,10,True,False,False,True
Grapple,699371,8,False,False,False,False
Inefficent Deliveryman,693960,38,True,True,False,False
Mission Control,695286,43,False,True,False,False
t h r u s t,696877,42,True,True,False,False
OutOfControl GameJam Project,697419,22,True,False,False,False
Don't Stop Me Now,696302,8,True,False,False,False
Broken Trigger,698902,15,False,True,False,False
Out Of CTRL,697828,26,True,True,False,False
Wildfire Simulator,695031,93,False,True,False,False
B(L)OB,693899,9,True,False,False,False
Out of Control (Gmtk jam),693215,9,True,False,False,False
Temp Street,699281,11,False,False,False,False
Monkey Mind Control,698126,12,True,False,True,True
dandelion,699228,10,True,False,False,False
Mentor RPG,695958,16,False,True,False,False
Narcolepsy,695038,108,True,True,True,True
Demon Within,700201,18,True,False,False,False
Push the Button,694732,38,True,True,False,False
Mars Rover,696593,40,False,True,False,False
Bodyguard_,696465,25,False,True,False,False
IMP,698068,74,False,True,False,False
Orbital Target Practice,697749,8,True,False,True,True
Counter Clockwise,694726,32,True,False,True,False
Hit And Gun,695871,17,True,False,True,True
Smooth Like Butter,700147,25,True,False,False,False
Which Way,700197,40,False,True,False,False
Bad Pong 4,696931,12,True,False,False,False
Out Of Control,693781,30,True,True,False,False
Superigamo,697190,18,True,False,False,False
mazeroids,698969,7,False,False,False,False
"Stranded, Jumbled, Scrambled... In Space",699703,8,True,False,False,False
Memories of a Control,695273,12,True,False,False,False
Bolito,697926,10,True,False,False,False
Riftshock,697293,9,True,False,False,False
Hunter From Down Under,697016,16,False,True,False,False
"Trains, force shields and zombies",694198,8,False,False,False,False
Teleporter Trouble,699471,24,True,True,True,False
Arena Of Ascension,700143,22,True,False,False,False
Blue Screen of Death,699345,41,False,True,False,False
Uncontrollable Fall,693283,23,True,True,False,False
GMTK2020: Gundam Manual Tournament Koliseum,697994,23,True,True,True,False
Finding Peace,696104,129,False,True,False,False
WOSK,697529,23,False,True,False,False
Memories,698632,39,True,False,False,False
Hidden Control,696035,11,True,False,True,False
(Out of) Control Center,699231,8,False,False,False,False
Stringed Up,696140,19,True,True,False,False
Call No Man Free,699207,27,False,True,False,False
Fill The Mesh,696358,24,False,True,False,False
WindyDay,695646,9,True,False,False,False
Forgotten In Space,695411,15,True,False,False,False
Swat Commander,700019,32,False,True,False,False
Faulty Wiring,694850,9,True,False,False,False
Out of control!,700578,33,False,True,False,False
You are a Triangle,694080,42,False,True,False,False
Pop Up Mania,694386,19,True,False,True,True
Fahrenheit Fluctuations - Submission for GMTK Game Jam 2020,698116,27,False,True,False,False
Calibraception,697633,8,True,False,False,False
Dash,697196,10,True,False,False,False
Cursed Date!,694444,65,True,False,False,False
Flying Blind,697634,25,False,False,True,False
Erased,695783,8,True,False,False,False
Music Recital,693294,20,False,True,False,False
Outwired,695714,12,True,False,False,False
Color Control,699378,9,False,False,False,False
Huso's Arcade Machine,696799,10,True,False,False,False
Click Drive,699537,10,True,False,False,False
Mustache jellyfish are evil and will destroy your ship,696731,27,False,True,False,False
Storm at Sea,696532,8,True,False,False,True
Out Of Blocks,700393,16,False,True,False,False
Ability Surge,700450,6,False,False,False,False
Control Is Out,694037,15,True,True,True,True
Slippery Drifter,695055,8,True,False,False,False
Switch In Control,694015,8,True,False,False,False
Healing Simulator 2020,695563,34,False,True,False,False
Blub Plays,695219,20,False,True,False,False
Saint In Control,696390,11,True,False,False,False
All Out of Controls V0.5,694380,15,False,True,False,False
Keybind Warriors,696180,8,True,False,False,False
This is how I relax,698531,10,True,False,False,False
Cloud Dragon,697095,37,False,True,False,False
(de)ctrl,694584,30,True,True,False,False
Out Of Control,700911,9,False,False,False,False
A Space Story,695265,43,False,True,False,False
Control Blocks,696971,11,True,False,True,False
Go Go Stadium,699601,29,False,True,False,False
Space Storm Pizza Panic,694813,29,True,True,True,True
uncontrollable objects,698834,16,False,True,False,False
Dungeons For Dummies,699622,36,True,True,True,True
Attracted to evil,693232,23,False,True,False,False
Operation: Chaos!,696876,39,True,True,False,False
Autonomous,696428,8,True,False,False,False
Straight Outta Control,698173,155,False,True,False,False
My Monkeys Are Out Of Control,697232,20,True,True,False,False
Chaos Bowling,699001,9,False,False,False,False
Ballz Slicer,698938,12,True,False,False,False
Twisty Tombs,696631,26,False,True,False,False
It's all under control,697470,13,True,False,False,False
Musical Madness,696748,24,False,True,False,False
CarHacker,698454,37,True,False,False,False
Put Cats In Boxes,697253,63,False,True,False,False
Lock Out,698506,9,False,False,False,False
Just Don't Die,696681,63,True,True,False,True
GMTK 2020 - Haunted Thief,699358,11,False,False,False,False
System Monitor,697840,33,False,True,False,False
Tedd,696336,21,True,False,False,False
Apocalypse,697017,83,False,False,False,False
ASCII Assassin,693245,23,True,False,False,False
Mind Hack,700106,9,False,False,False,False
Desert Dhab,699861,8,True,False,False,False
I'm Losing It,699790,8,False,False,False,False
No more control,695658,22,False,True,False,False
Love Out Of Control,691911,30,False,True,False,False
Crates vs Barrels: Unpolished Edition,696385,28,True,True,False,False
Don't Blame The Controller,694531,33,True,True,False,False
Winter is coming,698383,9,True,False,False,False
contROLL,698577,11,True,False,False,False
5urv1v0r,694147,23,False,True,False,False
KINDLING GROVE,694982,17,False,True,False,False
You are not the hero...,700011,36,False,True,False,False
Free-Fire Zone,695796,9,True,False,False,False
Pop Up,699230,10,True,False,False,False
Balls of a Broken World,696492,29,False,True,False,False
If I could,697740,9,True,False,False,False
Escape: Quantum,698302,21,False,True,False,False
The Vaccine,698727,8,False,False,False,False
NeoGenesis,695424,71,False,True,False,False
ZeroControl,695495,22,False,True,False,False
OMG SUN EXPLODED AND WE ARE GOING TO DIE,698833,56,True,True,True,True
Out Sprayed,698891,17,True,False,False,False
Mausoleum Maker,700127,91,True,False,False,False
Kickstarter,700026,20,False,True,False,False
Wannabe Sorcerer,700010,31,False,True,False,False
Drifting Hope,696614,8,True,False,False,False
Smuggler's Run,694670,14,True,False,False,False
no return,698299,42,True,False,False,False
"Mimic,Self &amp; I",697646,22,True,False,False,False
Buttery Spread - GMTK Jam 2020,697920,21,True,False,False,False
Scavenging Cloning Puppies vs Zombie Donuts,693250,11,True,False,False,False
Kotanza Express Transport,697492,38,False,True,False,False
O-O-C Project,695878,25,False,True,False,False
Taste of Haste,700129,9,True,False,False,False
Running out of Space,698505,31,False,True,False,False
ControlBlocks,699483,24,False,True,False,False
Button Dungeon,700343,11,True,False,False,False
Rollex,687071,9,True,False,False,False
Mowed Down,693864,13,True,False,False,False
Out of Time! GMTK20 Submission,693721,23,True,True,True,True
Bull Ranger,696432,9,True,False,False,False
Drifters Don't Break,695581,9,True,False,False,False
Nothing you can do will change your mark,688541,21,False,True,False,False
Good Night Jhon,700078,8,False,False,False,False
Greasy Machinery,697820,8,True,False,False,False
Casino Crypt,694937,68,False,True,False,False
Computer Troubles,696190,23,False,True,False,False
Snaaake,695975,20,False,True,False,False
Brain War,696324,9,True,False,False,False
Froggu,697590,18,False,True,False,False
Blowl,697415,17,True,False,True,True
WhosInControl,697728,8,False,False,False,False
Control: Override,695735,34,True,True,False,False
Little Bit Out,698374,34,True,True,False,False
spin bash,697447,19,False,True,False,False
Slime Slayer,697841,27,True,True,False,True
My Tree Is Out Of Control,698267,9,True,False,False,False
"Ramon, No Grites",699809,13,False,True,False,False
Jammed!,700574,8,False,False,False,False
Swarm Outbreak,693959,21,True,True,True,False
sky caves,693785,56,False,True,False,False
The incredible adventure of a man who needs a sacred roll of paper,694235,10,True,False,False,False
Overgrowth Valley,700319,15,True,False,False,False
A Sinking Feeling,694788,56,True,True,True,True
Loose Caboose,698076,14,True,False,False,False
Risky Riding,698920,10,True,False,True,False
Cabin Fever,697335,8,False,False,False,False
Neon Virus,697456,9,True,False,False,False
Control Panic,698174,11,False,False,False,False
Laser Raizer,698229,10,True,False,False,False
A Drunk Battle,697983,39,False,True,False,False
Bullmerang,694960,30,True,False,True,True
Russian Wide Hero,698875,32,False,True,False,False
Inner Demons,699450,12,True,False,False,False
Dodgy Trolley Shopping,693803,11,True,False,False,False
Connection Lost,695942,12,True,False,False,False
It's a FROGGERY,692810,14,True,False,False,False
Neurodivergent Heroes,694879,45,False,True,False,False
Hectic Henry,701109,29,True,False,True,False
GMTK2020 - Bouncy Cube,696869,8,True,False,False,False
Galactic Distancing,698517,31,False,True,False,False
Operation: Mad(ly in) Love,698610,9,True,False,False,False
NOCC &amp; TU,698829,10,True,False,False,False
All Out Engine!,700724,17,True,False,False,False
Controlled Burn,698055,10,True,False,True,True
The infinite runner,699044,25,False,True,False,False
I Want To Help You Bro BUT ...,696867,9,True,False,True,True
The Chickens Are Out Of Control!,693498,106,False,True,False,False
Magegement,696456,21,False,True,False,False
Can't Stop The jumpin',693350,28,False,True,False,False
The tendie escape principle,698755,31,False,True,False,False
"Captain, The Rudder's Shot!",695793,23,False,True,False,False
Snowball,693749,25,True,True,False,False
Predomination,693874,48,False,True,False,False
Auto-Knight,700559,8,False,False,False,False
Out Of Control,699295,8,False,False,False,False
Turn Or Die,697912,15,False,False,False,False
Back to Work #gmtkjam,694554,25,False,True,False,False
HotTemple,698237,8,True,False,False,False
Lost Control,694723,9,True,False,False,False
Overgrown,699650,16,False,True,False,False
Beacons of light,697183,9,True,False,True,True
Drifting of a Space Ranger,697033,12,True,False,False,False
Addiction,697156,9,False,False,False,False
View Cones and Telephones,697693,16,False,True,False,False
DON'T RUN OUT OF CONTROL,695954,8,True,False,False,False
Out of Controll: A Visual Novel,702088,11,False,False,False,False
Random Rumble,694023,25,True,True,False,False
Unstopabble,699969,9,False,False,False,False
dave the bot,699058,9,True,False,True,True
Disaster Mayhem,698539,23,False,True,False,False
The Explosive Story of Bombot,698945,13,True,False,False,False
My Mother is the Goddess - easiest Job in the Milky Way,699617,14,False,True,False,False
Flock of sheep out of control,699896,29,False,True,False,False
CleaningChaos,699677,8,False,False,False,False
Bug Control,699605,6,False,False,False,False
Pyramid Escape,696477,22,False,True,False,False
Degradation,698158,17,True,False,False,False
Aimless,693954,24,True,True,False,True
